,year,plant_name,aea_energy_region,source,data_version,fuel_type,generation,acep_region
10873,2016,Southcentral Power Project,Railbelt,"EIA923, FERC1",Early Release,Gas,1245972.0,Railbelt
10880,2016,Fort Greely Power Plant,Railbelt,EIA923,Early Release,Oil,107.8,Railbelt
10890,2016,Utility Plants Section,Railbelt,EIA923,Early Release,Coal,105551.403,Railbelt
10897,2016,JBER Landfill Gas Power Plant,Railbelt,EIA923,Early Release,Gas,42516.0,Railbelt
10908,2016,Delta Wind Farm,Railbelt,EIA923,Early Release,Wind,4446.0,Railbelt
10916,2016,Fire Island Wind,Railbelt,EIA923,Early Release,Wind,56022.0,Railbelt
10928,2016,Delta Power,Railbelt,EIA923,Early Release,Oil,38.0,Railbelt
10940,2016,Eva Creek Wind,Railbelt,EIA923,Early Release,Wind,73845.0,Railbelt
10944,2016,Fairbanks,Railbelt,EIA923,Early Release,Oil,7133.0,Railbelt
10952,2016,Healy,Railbelt,EIA923,Early Release,Oil,2878.877,Railbelt
10954,2016,Healy,Railbelt,EIA923,Early Release,Coal,189596.123,Railbelt
10960,2016,North Pole,Railbelt,EIA923,Early Release,Oil,417652.0,Railbelt
10969,2016,Bernice Lake,Railbelt,EIA923,Early Release,Gas,12.0,Railbelt
10979,2016,Bradley Lake,Railbelt,EIA923,Early Release,Hydro,430509.0,Railbelt
10985,2016,Nikiski Co-Generation,Railbelt,EIA923,Early Release,Gas,398898.0,Railbelt
10992,2016,Seldovia,Railbelt,EIA923,Early Release,Oil,87.0,Railbelt
11001,2016,Soldotna,Railbelt,EIA923,Early Release,Gas,39612.0,Railbelt
11009,2016,Eklutna Generation Station,Railbelt,EIA923,Early Release,Gas,819046.0,Railbelt
11016,2016,Seward,Railbelt,EIA923,Early Release,Oil,105.0,Railbelt
11025,2016,Tesoro Kenai Cogeneration Plant,Railbelt,EIA923,Early Release,Gas,62679.0,Railbelt
11032,2016,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Oil,2603.221,Railbelt
11033,2016,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Gas,1129.934,Railbelt
11034,2016,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Coal,37330.845,Railbelt
11040,2016,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Oil,216.0,Railbelt
11042,2016,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Coal,69678.564,Railbelt
11091,2016,Lake Dorothy Hydroelectric Project,Southeast,EIA923,Early Release,Hydro,87454.0,Coastal
11096,2016,Lemon Creek,Southeast,EIA923,Early Release,Oil,212.0,Coastal
11107,2016,Salmon Creek 1,Southeast,EIA923,Early Release,Hydro,27902.0,Coastal
11115,2016,Snettisham,Southeast,EIA923,Early Release,Hydro,273037.0,Coastal
11120,2016,Elfin Cove,Southeast,PCE,Early Release,Oil,316.791,Coastal
11131,2016,Black Bear Lake,Southeast,EIA923,Early Release,Hydro,20763.0,Coastal
11139,2016,Goat Lake Hydro,Southeast,EIA923,Early Release,Hydro,16957.0,Coastal
11144,2016,Angoon,Southeast,PCE,Early Release,Oil,1846.135,Coastal
11152,2016,Hoonah,Southeast,PCE,Early Release,Oil,3529.292,Coastal
11155,2016,Hoonah,Southeast,PCE,Early Release,Hydro,1212.903,Coastal
11160,2016,Kake,Southeast,PCE,Early Release,Oil,2255.999,Coastal
11171,2016,Chilkat Valley,Southeast,PCE,Early Release,Hydro,1051.5,Coastal
11179,2016,Kasidaya Creek Hydro,Southeast,EIA923,Early Release,Hydro,7123.0,Coastal
11187,2016,Beaver Falls,Southeast,EIA923,Early Release,Hydro,42915.0,Coastal
11195,2016,Ketchikan,Southeast,EIA923,Early Release,Hydro,20683.0,Coastal
11211,2016,Silvis,Southeast,EIA923,Early Release,Hydro,13207.0,Coastal
11219,2016,Swan Lake,Southeast,EIA923,Early Release,Hydro,71246.0,Coastal
11227,2016,Whitman,Southeast,EIA923,Early Release,Hydro,7649.0,Coastal
11235,2016,South Fork,Southeast,EIA923,Early Release,Hydro,5322.0,Coastal
11240,2016,Centennial,Southeast,EIA923,Early Release,Oil,3046.0,Coastal
11248,2016,Craig,Southeast,EIA923,Early Release,Oil,431.0,Coastal
11259,2016,Chester Lake,Southeast,EIA923,Early Release,Hydro,4585.0,Coastal
11267,2016,Purple Lake,Southeast,EIA923,Early Release,Hydro,14286.0,Coastal
11272,2016,False Island,Southeast,EIA923,Early Release,Oil,689.0,Coastal
11280,2016,Haines,Southeast,PCE,Early Release,Oil,122.683,Coastal
11288,2016,Pelican,Southeast,EIA923,Early Release,Oil,175.0,Coastal
11291,2016,Pelican,Southeast,EIA923,Early Release,Hydro,789.0,Coastal
11296,2016,Blind Slough,Southeast,EIA923,Early Release,Oil,110.74,Coastal
11299,2016,Blind Slough,Southeast,EIA923,Early Release,Hydro,11621.0,Coastal
11323,2016,Blue Lake Hydro,Southeast,EIA923,Early Release,Hydro,69018.0,Coastal
11331,2016,Green Lake,Southeast,EIA923,Early Release,Hydro,35983.0,Coastal
11336,2016,Jarvis Street,Southeast,EIA923,Early Release,Oil,1099.0,Coastal
11347,2016,Tyee Lake Hydroelectric Facility,Southeast,EIA923,Early Release,Hydro,96901.0,Coastal
11352,2016,Tenakee Springs,Southeast,PCE,Early Release,Oil,406.4,Coastal
11360,2016,Skagway,Southeast,PCE,Early Release,Oil,192.44,Coastal
11368,2016,Wrangell,Southeast,EIA923,Early Release,Oil,44.0,Coastal
11384,2016,Gustavus,Southeast,PCE,Early Release,Oil,43.91,Coastal
11387,2016,Gustavus,Southeast,PCE,Early Release,Hydro,2236.793,Coastal
11392,2016,Whale Pass,Southeast,PCE,Early Release,Oil,357.974,Coastal
11403,2016,Annex Creek,Southeast,EIA923,Early Release,Hydro,25644.0,Coastal
11408,2016,Auke Bay,Southeast,EIA923,Early Release,Oil,8.0,Coastal
11416,2016,Yakutat,Southeast,PCE,Early Release,Oil,5943.629,Coastal
11424,2016,Gold Creek,Southeast,EIA923,Early Release,Oil,8.0,Coastal
11427,2016,Gold Creek,Southeast,EIA923,Early Release,Hydro,4589.0,Coastal
11432,2016,Industrial Plant,Southeast,EIA923,Early Release,Oil,138.0,Coastal
11504,2016,Naukati Bay,Southeast,PCE,Early Release,Oil,2.938,Coastal
11512,2016,Ekwok,Bristol Bay,PCE,Early Release,Oil,486.616,Rural Remote
11520,2016,Arctic Village,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,526.9702296,Rural Remote
11528,2016,Beaver,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,299.87852,Rural Remote
11544,2016,Chalkyitsik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,163.91,Rural Remote
11552,2016,Circle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,363.36,Rural Remote
11560,2016,Galena Electric Utility,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,5533.936,Rural Remote
11568,2016,Central,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,515.643,Rural Remote
11576,2016,Gwitchyaa Zhee,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,3015.25,Rural Remote
11584,2016,Hughes,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,463.493,Rural Remote
11592,2016,Koyukuk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,256.581,Rural Remote
11600,2016,McGrath,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,2357.526,Rural Remote
11608,2016,Nikolai,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,417.185,Rural Remote
11616,2016,Rampart,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,200.677,Rural Remote
11624,2016,Ruby,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,637.712,Rural Remote
11632,2016,Takotna,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,248.3885982,Rural Remote
11640,2016,Tanana,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1289.327,Rural Remote
11648,2016,Northway,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1124.801,Rural Remote
11656,2016,Manley Hot Springs,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,552.596,Rural Remote
11664,2016,Venetie,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,705.1,Rural Remote
11672,2016,Tok,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,9366.719,Rural Remote
11680,2016,Allakaket,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,589.679,Rural Remote
11688,2016,Bettles,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,519.4,Rural Remote
11696,2016,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,744.8,Rural Remote
11701,2016,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,23.951,Rural Remote
11712,2016,Anvik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,425.774,Rural Remote
11720,2016,Grayling,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,624.019,Rural Remote
11728,2016,Holy Cross,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,595.4,Rural Remote
11736,2016,Huslia,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1032.859,Rural Remote
11744,2016,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,592.508,Rural Remote
11749,2016,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,7.316,Rural Remote
11752,2016,Minto,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,665.416,Rural Remote
11760,2016,Nulato,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1046.427,Rural Remote
11768,2016,Shageluk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,399.0148889,Rural Remote
11792,2017,Atka,Aleutians,PCE,Early Release,Oil,63.8341,Rural Remote
11795,2017,Atka,Aleutians,PCE,Early Release,Hydro,408.298,Rural Remote
11800,2017,False Pass,Aleutians,PCE,Early Release,Oil,648.781,Rural Remote
11808,2017,Cold Bay,Aleutians,PCE,Early Release,Oil,2328.823,Rural Remote
11816,2017,King Cove,Aleutians,EIA923,Early Release,Oil,1696.0,Rural Remote
11819,2017,King Cove,Aleutians,EIA923,Early Release,Hydro,2436.0,Rural Remote
11824,2017,Nelson Lagoon,Aleutians,PCE,Early Release,Oil,338.018,Rural Remote
11832,2017,Saint George,Aleutians,PCE,Early Release,Oil,569.596,Rural Remote
11844,2017,Saint Paul,Aleutians,PCE,Early Release,Wind,486.361,Rural Remote
11848,2017,Adak,Aleutians,PCE,Early Release,Oil,1987.416,Rural Remote
11856,2017,Sand Point,Aleutians,PCE,Early Release,Oil,875.9,Rural Remote
11860,2017,Sand Point,Aleutians,PCE,Early Release,Wind,624.335,Rural Remote
11864,2017,Nikolski,Aleutians,PCE,Early Release,Oil,195.172,Rural Remote
11872,2017,Dutch Harbor,Aleutians,EIA923,Early Release,Oil,58373.16,Rural Remote
11880,2017,Unalaska Power Module,Aleutians,EIA923,Early Release,Oil,10.0,Rural Remote
11888,2017,Unisea G 2,Aleutians,EIA923,Early Release,Oil,28519.554,Rural Remote
11895,2017,Unisea G 2,Aleutians,EIA923,Early Release,Other,1377.446,Rural Remote
11896,2017,Westward Seafoods,Aleutians,EIA923,Early Release,Oil,15633.0,Rural Remote
11904,2017,Akutan,Aleutians,PCE,Early Release,Oil,446.216,Rural Remote
11907,2017,Akutan,Aleutians,PCE,Early Release,Hydro,114.539,Rural Remote
11920,2017,Diomede,Bering Straits,PCE,Early Release,Oil,543.45848,Rural Remote
11928,2017,Golovin,Bering Straits,PCE,Early Release,Oil,1037.158,Rural Remote
11936,2017,Snake River,Bering Straits,PCE,Early Release,Oil,29914.516,Rural Remote
11940,2017,Snake River,Bering Straits,PCE,Early Release,Wind,1907.363,Rural Remote
11944,2017,Unalakleet,Bering Straits,PCE,Early Release,Oil,3617.638,Rural Remote
11948,2017,Unalakleet,Bering Straits,PCE,Early Release,Wind,744.575,Rural Remote
11952,2017,White Mountain,Bering Straits,PCE,Early Release,Oil,781.719,Rural Remote
11960,2017,Brevig Mission,Bering Straits,PCE,Early Release,Oil,1188.819,Rural Remote
11968,2017,Elim,Bering Straits,PCE,Early Release,Oil,1284.955,Rural Remote
11976,2017,Gambell,Bering Straits,PCE,Early Release,Oil,1415.187,Rural Remote
11980,2017,Gambell,Bering Straits,PCE,Early Release,Wind,570.108,Rural Remote
11984,2017,Koyuk,Bering Straits,PCE,Early Release,Oil,1321.193,Rural Remote
11992,2017,Savoonga,Bering Straits,PCE,Early Release,Oil,2208.645,Rural Remote
11996,2017,Savoonga,Bering Straits,PCE,Early Release,Wind,110.783,Rural Remote
12000,2017,Shishmaref,Bering Straits,PCE,Early Release,Oil,1656.506,Rural Remote
12008,2017,Stebbins,Bering Straits,PCE,Early Release,Oil,3473.896,Rural Remote
12016,2017,Shaktoolik,Bering Straits,PCE,Early Release,Oil,814.33,Rural Remote
12020,2017,Shaktoolik,Bering Straits,PCE,Early Release,Wind,317.836,Rural Remote
12024,2017,Teller,Bering Straits,PCE,Early Release,Oil,857.0953708,Rural Remote
12032,2017,Wales,Bering Straits,PCE,Early Release,Oil,645.986,Rural Remote
12048,2017,Chignik Lagoon,Bristol Bay,PCE,Early Release,Oil,303.9990577,Rural Remote
12051,2017,Chignik Lagoon,Bristol Bay,PCE,Early Release,Hydro,214.163,Rural Remote
12056,2017,Chignik Lake,Bristol Bay,PCE,Early Release,Oil,345.722,Rural Remote
12064,2017,Chignik,Bristol Bay,PCE,Early Release,Oil,731.685,Rural Remote
12072,2017,Clark's Point,Bristol Bay,PCE,Early Release,Oil,291.44,Rural Remote
12080,2017,Egegik,Bristol Bay,PCE,Early Release,Oil,586.159,Rural Remote
12088,2017,Igiugig,Bristol Bay,PCE,Early Release,Oil,347.328,Rural Remote
12096,2017,Newhalen,Bristol Bay,PCE,Early Release,Oil,40.174,Rural Remote
12099,2017,Newhalen,Bristol Bay,PCE,Early Release,Hydro,3600.836,Rural Remote
12104,2017,Kokhanok,Bristol Bay,PCE,Early Release,Oil,458.2,Rural Remote
12112,2017,Levelock,Bristol Bay,PCE,Early Release,Oil,443.143,Rural Remote
12120,2017,Manokotak,Bristol Bay,PCE,Early Release,Oil,1355.769,Rural Remote
12128,2017,Naknek,Bristol Bay,PCE,Early Release,Oil,22369.793,Rural Remote
12136,2017,Koliganek,Bristol Bay,PCE,Early Release,Oil,752.086,Rural Remote
12144,2017,Dillingham,Bristol Bay,PCE,Early Release,Oil,19143.18,Rural Remote
12152,2017,Pedro Bay,Bristol Bay,PCE,Early Release,Oil,189.184,Rural Remote
12160,2017,Pilot Point,Bristol Bay,PCE,Early Release,Oil,496.047,Rural Remote
12168,2017,Port Heiden,Bristol Bay,PCE,Early Release,Oil,606.36,Rural Remote
12176,2017,Port Alsworth,Bristol Bay,PCE,Early Release,Oil,942.435,Rural Remote
12184,2017,New Stuyahok,Bristol Bay,PCE,Early Release,Oil,1724.326,Rural Remote
12192,2017,Togiak,Bristol Bay,PCE,Early Release,Oil,3071.161,Rural Remote
12208,2017,Chenega Bay,Copper River/Chugach,PCE,Early Release,Oil,268.078,Coastal
12216,2017,Chitina,Copper River/Chugach,PCE,Early Release,Oil,433.979,Coastal
12227,2017,Allison Creek Hydro,Copper River/Chugach,EIA923,Early Release,Hydro,19710.0,Coastal
12232,2017,Glennallen,Copper River/Chugach,EIA923,Early Release,Oil,10237.0,Coastal
12243,2017,Solomon Gulch,Copper River/Chugach,EIA923,Early Release,Hydro,36763.0,Coastal
12248,2017,Valdez,Copper River/Chugach,EIA923,Early Release,Oil,1383.0,Coastal
12256,2017,Valdez Cogen,Copper River/Chugach,EIA923,Early Release,Oil,21411.0,Coastal
12275,2017,Humpback Creek,Copper River/Chugach,EIA923,Early Release,Hydro,3035.0,Coastal
12280,2017,Orca,Copper River/Chugach,EIA923,Early Release,Oil,8659.0,Coastal
12291,2017,Power Creek,Copper River/Chugach,EIA923,Early Release,Hydro,16154.0,Coastal
12296,2017,Tatitlek,Copper River/Chugach,PCE,Early Release,Oil,409.468,Coastal
12312,2017,Slana,Copper River/Chugach,PCE,Early Release,Oil,1411.332,Coastal
12336,2017,Karluk,Kodiak,PCE,Early Release,Oil,213.848,Coastal
12360,2017,Kodiak Microgrid,Kodiak,EIA923,Early Release,Oil,876.0,Coastal
12380,2017,Pillar Mountain Wind Project Microgrid,Kodiak,EIA923,Early Release,Wind,24155.0,Coastal
12384,2017,Swampy Acres Microgrid,Kodiak,EIA923,Early Release,Oil,36.0,Coastal
12395,2017,Terror Lake Microgrid,Kodiak,EIA923,Early Release,Hydro,137014.0,Coastal
12400,2017,Akhiok,Kodiak,PCE,Early Release,Oil,272.273,Coastal
12408,2017,Ouzinkie,Kodiak,PCE,Early Release,Oil,373.259,Coastal
12411,2017,Ouzinkie,Kodiak,PCE,Early Release,Hydro,350.2,Coastal
12416,2017,Old Harbor,Kodiak,PCE,Early Release,Oil,862.4,Coastal
12432,2017,Larsen Bay,Kodiak,PCE,Early Release,Oil,106.816,Coastal
12435,2017,Larsen Bay,Kodiak,PCE,Early Release,Hydro,863.161,Coastal
12480,2017,Nunapitchuk,Lower Yukon-Kuskokwim,EIA923,Early Release,Oil,46.0,Rural Remote
12488,2017,Alakanuk,Lower Yukon-Kuskokwim,EIA923,Early Release,Oil,56.0,Rural Remote
12496,2017,Platinum,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,62.513,Rural Remote
12504,2017,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,63.2,Rural Remote
12508,2017,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,153.876,Rural Remote
12512,2017,Red Devil,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,69.744,Rural Remote
12520,2017,Lime Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,70.598,Rural Remote
12528,2017,Stony River,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,120.129,Rural Remote
12536,2017,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,155.02,Rural Remote
12540,2017,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,55.209,Rural Remote
12544,2017,Chuathbaluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,243.56,Rural Remote
12552,2017,Sleetmute,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,253.533,Rural Remote
12560,2017,Crooked Creek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,254.725,Rural Remote
12568,2017,Newtok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,428.672,Rural Remote
12576,2017,Atmautluak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,560.928,Rural Remote
12584,2017,Goodnews Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,723.318,Rural Remote
12592,2017,Nunam Iqua,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,784.261,Rural Remote
12600,2017,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,787.09,Rural Remote
12604,2017,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,145.271,Rural Remote
12608,2017,Eek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,923.61,Rural Remote
12616,2017,Russian Mission,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,994.656,Rural Remote
12624,2017,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1042.75,Rural Remote
12628,2017,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,371.45,Rural Remote
12632,2017,Napaskiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1079.539258,Rural Remote
12640,2017,Akiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1203.404,Rural Remote
12648,2017,Marshall,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1471.29,Rural Remote
12656,2017,Chefornak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1550.304,Rural Remote
12664,2017,Kalskag,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1554.656,Rural Remote
12672,2017,Scammon Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1688.073,Rural Remote
12680,2017,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1742.03,Rural Remote
12684,2017,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,538.548,Rural Remote
12688,2017,Kipnuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1843.812,Rural Remote
12696,2017,Kotlik,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1942.266,Rural Remote
12704,2017,Akiachak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1945.101,Rural Remote
12712,2017,Kwethluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1995.79,Rural Remote
12720,2017,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2007.096,Rural Remote
12724,2017,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,599.473,Rural Remote
12728,2017,Pilot Station,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2018.359,Rural Remote
12736,2017,Aniak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2604.1,Rural Remote
12744,2017,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2698.645,Rural Remote
12748,2017,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,379.604,Rural Remote
12752,2017,Mountain Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2749.535,Rural Remote
12760,2017,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2843.319,Rural Remote
12764,2017,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,797.875,Rural Remote
12768,2017,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3000.81,Rural Remote
12772,2017,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,465.922,Rural Remote
12776,2017,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3046.355,Rural Remote
12784,2017,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,5343.97,Rural Remote
12788,2017,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,379.232,Rural Remote
12792,2017,Bethel,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,42044.0,Rural Remote
12800,2017,Barrow,North Slope,EIA923,Early Release,Oil,0.766,Rural Remote
12801,2017,Barrow,North Slope,EIA923,Early Release,Gas,49164.234,Rural Remote
12808,2017,Anaktuvuk Pass,North Slope,PCE,Early Release,Oil,4244.298,Rural Remote
12816,2017,Atqasuk,North Slope,PCE,Early Release,Oil,3401.747,Rural Remote
12824,2017,Kaktovik,North Slope,PCE,Early Release,Oil,4735.0,Rural Remote
12832,2017,Nuiqsut,North Slope,EIA923,Early Release,Oil,560.92,Rural Remote
12833,2017,Nuiqsut,North Slope,EIA923,Early Release,Gas,6226.08,Rural Remote
12840,2017,Point Hope,North Slope,PCE,Early Release,Oil,6814.356,Rural Remote
12848,2017,Point Lay,North Slope,PCE,Early Release,Oil,3419.244,Rural Remote
12856,2017,Wainwright,North Slope,PCE,Early Release,Oil,7389.725,Rural Remote
12865,2017,TNSG North Plant,North Slope,EIA923,Early Release,Gas,65312.0,Rural Remote
12880,2017,Buckland,Northwest Arctic,PCE,Early Release,Oil,1676.262,Rural Remote
12884,2017,Buckland,Northwest Arctic,PCE,Early Release,Wind,57.19,Rural Remote
12888,2017,Deering,Northwest Arctic,PCE,Early Release,Oil,626.982,Rural Remote
12892,2017,Deering,Northwest Arctic,PCE,Early Release,Wind,35.826,Rural Remote
12896,2017,Kotzebue,Northwest Arctic,PCE,Early Release,Oil,17819.641,Rural Remote
12900,2017,Kotzebue,Northwest Arctic,PCE,Early Release,Wind,4016.406,Rural Remote
12904,2017,Ambler,Northwest Arctic,PCE,Early Release,Oil,1302.225,Rural Remote
12912,2017,Kiana,Northwest Arctic,PCE,Early Release,Oil,1615.844,Rural Remote
12920,2017,Kivalina,Northwest Arctic,PCE,Early Release,Oil,1326.219,Rural Remote
12928,2017,Noatak,Northwest Arctic,PCE,Early Release,Oil,1860.923,Rural Remote
12936,2017,Noorvik,Northwest Arctic,PCE,Early Release,Oil,1933.148,Rural Remote
12941,2017,Noorvik,Northwest Arctic,PCE,Early Release,Solar,15.576,Rural Remote
12944,2017,Selawik,Northwest Arctic,PCE,Early Release,Oil,2840.319,Rural Remote
12948,2017,Selawik,Northwest Arctic,PCE,Early Release,Wind,14.837,Rural Remote
12952,2017,Shungnak,Northwest Arctic,PCE,Early Release,Oil,1615.584,Rural Remote
12968,2017,Anchorage 1,Railbelt,EIA923,Early Release,Oil,9.688,Railbelt
12969,2017,Anchorage 1,Railbelt,EIA923,Early Release,Gas,50839.312,Railbelt
12979,2017,Eklutna Hydro Project,Railbelt,EIA923,Early Release,Hydro,119240.0,Railbelt
12984,2017,George M Sullivan Generation Plant 2,Railbelt,EIA923,Early Release,Oil,62.284,Railbelt
12985,2017,George M Sullivan Generation Plant 2,Railbelt,EIA923,Early Release,Gas,803761.716,Railbelt
12994,2017,Aurora Energy LLC Chena,Railbelt,EIA923,Early Release,Coal,180906.0,Railbelt
13001,2017,Beluga,Railbelt,EIA923,Early Release,Gas,113992.0,Railbelt
13011,2017,Cooper Lake,Railbelt,EIA923,Early Release,Hydro,25713.0,Railbelt
13017,2017,Southcentral Power Project,Railbelt,"EIA923, FERC1",Early Release,Gas,1235916.0,Railbelt
13024,2017,Fort Greely Power Plant,Railbelt,EIA923,Early Release,Oil,56.84,Railbelt
13034,2017,Utility Plants Section,Railbelt,EIA923,Early Release,Coal,106212.0,Railbelt
13041,2017,JBER Landfill Gas Power Plant,Railbelt,EIA923,Early Release,Gas,44030.0,Railbelt
13052,2017,Delta Wind Farm,Railbelt,EIA923,Early Release,Wind,2607.0,Railbelt
13060,2017,Fire Island Wind,Railbelt,EIA923,Early Release,Wind,47715.0,Railbelt
13072,2017,Delta Power,Railbelt,EIA923,Early Release,Oil,223.0,Railbelt
13084,2017,Eva Creek Wind,Railbelt,EIA923,Early Release,Wind,61514.0,Railbelt
13088,2017,Fairbanks,Railbelt,EIA923,Early Release,Oil,6660.0,Railbelt
13096,2017,Healy,Railbelt,EIA923,Early Release,Oil,299.874,Railbelt
13098,2017,Healy,Railbelt,EIA923,Early Release,Coal,164769.126,Railbelt
13104,2017,North Pole,Railbelt,EIA923,Early Release,Oil,447767.0,Railbelt
13123,2017,Bradley Lake,Railbelt,EIA923,Early Release,Hydro,387059.0,Railbelt
13129,2017,Nikiski Co-Generation,Railbelt,EIA923,Early Release,Gas,452731.0,Railbelt
13136,2017,Seldovia,Railbelt,EIA923,Early Release,Oil,15.0,Railbelt
13145,2017,Soldotna,Railbelt,EIA923,Early Release,Gas,18166.0,Railbelt
13153,2017,Eklutna Generation Station,Railbelt,EIA923,Early Release,Gas,748674.0,Railbelt
13160,2017,Seward,Railbelt,EIA923,Early Release,Oil,85.0,Railbelt
13169,2017,Tesoro Kenai Cogeneration Plant,Railbelt,EIA923,Early Release,Gas,62324.0,Railbelt
13176,2017,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Oil,4836.676,Railbelt
13177,2017,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Gas,554.666,Railbelt
13178,2017,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Coal,37047.658,Railbelt
