,year,plant_name,aea_energy_region,source,data_version,fuel_type,generation,acep_region
16816,2019,Naknek,Bristol Bay,PCE,Early Release,Oil,25789.4,Rural Remote
16832,2019,Napaskiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,295.829,Rural Remote
16840,2019,False Island,Southeast,EIA923,Early Release,Oil,1713.0,Coastal
16848,2019,Chefornak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1452.696,Rural Remote
16856,2019,Perryville,Bristol Bay,PCE,Early Release,Oil,976.321,Rural Remote
16860,2019,Perryville,Bristol Bay,PCE,Early Release,Wind,11.794,Rural Remote
16861,2019,Perryville,Bristol Bay,PCE,Early Release,Solar,0.732,Rural Remote
16864,2019,Nelson Lagoon,Aleutians,PCE,Early Release,Oil,299.758,Rural Remote
16872,2019,Koliganek,Bristol Bay,PCE,Early Release,Oil,710.601,Rural Remote
16880,2019,Nikolai,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,463.632,Rural Remote
16888,2019,Snake River,Bering Straits,PCE,Early Release,Oil,28959.26,Rural Remote
16892,2019,Snake River,Bering Straits,PCE,Early Release,Wind,2347.98,Rural Remote
16896,2019,Anaktuvuk Pass,North Slope,PCE,Early Release,Oil,4042.567,Rural Remote
16904,2019,NSB Atqasuk Utility,North Slope,EIA923,Early Release,Oil,2782.0,Rural Remote
16912,2019,NSB Kaktovik Utility,North Slope,EIA923,Early Release,Oil,4510.0,Rural Remote
16920,2019,NSB Nuiqsut Utility,North Slope,EIA923,Early Release,Oil,1675.12,Rural Remote
16921,2019,NSB Nuiqsut Utility,North Slope,EIA923,Early Release,Gas,5226.88,Rural Remote
16936,2019,NSB Point Hope Utility,North Slope,EIA923,Early Release,Oil,6269.0,Rural Remote
16944,2019,Point Lay,North Slope,PCE,Early Release,Oil,3691.484,Rural Remote
16952,2019,Wainwright,North Slope,PCE,Early Release,Oil,7461.385,Rural Remote
16960,2019,Nunam Iqua,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,792.106,Rural Remote
16968,2019,Dillingham,Bristol Bay,PCE,Early Release,Oil,19189.907,Rural Remote
16976,2019,Ouzinkie,Kodiak,PCE,Early Release,Oil,400.546,Coastal
16979,2019,Ouzinkie,Kodiak,PCE,Early Release,Hydro,271.39,Coastal
16992,2019,Pedro Bay,Bristol Bay,PCE,Early Release,Oil,145.148,Rural Remote
17000,2019,Pelican,Southeast,EIA923,Early Release,Oil,338.0,Coastal
17003,2019,Pelican,Southeast,EIA923,Early Release,Hydro,717.0,Coastal
17008,2019,Petersburg,Southeast,EIA923,Early Release,Oil,3342.0,Coastal
17011,2019,Petersburg,Southeast,EIA923,Early Release,Hydro,9598.0,Coastal
17024,2019,Pilot Point,Bristol Bay,PCE,Early Release,Oil,282.75,Rural Remote
17040,2019,Port Heiden,Bristol Bay,PCE,Early Release,Oil,525.478,Rural Remote
17048,2019,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,583.93,Rural Remote
17052,2019,Kongiganak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,654.358,Rural Remote
17056,2019,Rampart,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,126.915,Rural Remote
17069,2019,Willow Solar,Railbelt,MEA FERC1 (ann rept to RCA),Early Release,Solar,131.0,Railbelt
17072,2019,Ruby,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,271.923,Rural Remote
17080,2019,Saint George,Aleutians,PCE,Early Release,Oil,558.02,Rural Remote
17092,2019,Saint Paul,Aleutians,PCE,Early Release,Wind,152.635,Rural Remote
17096,2019,Seward (AK),Railbelt,EIA923,Early Release,Oil,218.0,Railbelt
17104,2019,Klawock Power Generation Station,Southeast,EIA923,Early Release,Oil,1944.0,Coastal
17115,2019,Blue Lake Hydro,Southeast,EIA923,Early Release,Hydro,59458.0,Coastal
17123,2019,Green Lake,Southeast,EIA923,Early Release,Hydro,51134.0,Coastal
17139,2019,Tyee Lake Hydroelectric Facility,Southeast,EIA923,Early Release,Hydro,75977.0,Coastal
17152,2019,Port Alsworth,Bristol Bay,PCE,Early Release,Oil,830.391,Rural Remote
17160,2019,Tanana,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1264.894,Rural Remote
17168,2019,Northway,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1041.601,Rural Remote
17176,2019,Tatitlek,Copper River/Chugach,PCE,Early Release,Oil,355.928,Coastal
17184,2019,Adak,Aleutians,PCE,Early Release,Oil,2142.743,Rural Remote
17196,2019,Sand Point,Aleutians,PCE,Early Release,Wind,1022.284,Rural Remote
17200,2019,Manley Hot Springs,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,545.939,Rural Remote
17209,2019,TNSG North Plant,North Slope,EIA923,Early Release,Gas,56413.0,Rural Remote
17224,2019,Tenakee Springs,Southeast,PCE,Early Release,Oil,387.515,Coastal
17233,2019,Tesoro Kenai Cogeneration Plant,Railbelt,EIA923,Early Release,Gas,68210.0,Railbelt
17240,2019,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1037.47,Rural Remote
17244,2019,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,137.542,Rural Remote
17248,2019,Skagway,Southeast,EIA923,Early Release,Oil,626.0,Coastal
17251,2019,Skagway,Southeast,EIA923,Early Release,Hydro,1932.0,Coastal
17256,2019,Nikolski,Aleutians,PCE,Early Release,Oil,204.029,Rural Remote
17264,2019,Unalakleet,Bering Straits,PCE,Early Release,Oil,3479.096,Rural Remote
17268,2019,Unalakleet,Bering Straits,PCE,Early Release,Wind,807.531,Rural Remote
17272,2019,Dutch Harbor,Aleutians,EIA923,Early Release,Oil,52998.0,Rural Remote
17280,2019,Unalaska Power Module,Aleutians,EIA923,Early Release,Oil,1194.62,Rural Remote
17288,2019,Newtok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,79.088,Rural Remote
17296,2019,Unisea G 2,Aleutians,EIA923,Early Release,Oil,29497.328,Rural Remote
17303,2019,Unisea G 2,Aleutians,EIA923,Early Release,Other,662.672,Rural Remote
17304,2019,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Oil,6548.41,Railbelt
17305,2019,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Gas,0.08,Railbelt
17306,2019,University of Alaska Fairbanks,Railbelt,EIA923,Early Release,Coal,21779.51,Railbelt
17312,2019,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Oil,277.0,Railbelt
17314,2019,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Coal,69081.0,Railbelt
17320,2019,Slana,Copper River/Chugach,PCE,Early Release,Oil,1396.263,Coastal
17328,2019,Venetie,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,724.3,Rural Remote
17336,2019,Westward Seafoods,Aleutians,EIA923,Early Release,Oil,17373.0,Rural Remote
17344,2019,White Mountain,Bering Straits,PCE,Early Release,Oil,888.186,Rural Remote
17352,2019,Wrangell,Southeast,EIA923,Early Release,Oil,612.0,Coastal
17368,2019,Tok,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,9343.4,Rural Remote
17392,2019,Akiachak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1733.814,Rural Remote
17400,2019,Allakaket,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,611.182,Rural Remote
17408,2019,Bettles,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,475.7,Rural Remote
17432,2019,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,807.12,Rural Remote
17437,2019,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,23.573,Rural Remote
17440,2019,Gustavus,Southeast,PCE,Early Release,Oil,239.997,Coastal
17443,2019,Gustavus,Southeast,PCE,Early Release,Hydro,2151.827,Coastal
17448,2019,Healy Lake,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,68.007,Rural Remote
17480,2019,Akiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,929.501,Rural Remote
17488,2019,Whale Pass,Southeast,PCE,Early Release,Oil,431.358,Coastal
17528,2019,Ambler,Northwest Arctic,EIA923,Early Release,Oil,1176.0,Rural Remote
17536,2019,Bethel,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,42283.041,Rural Remote
17540,2019,Bethel,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,1121.743,Rural Remote
17544,2019,Brevig Mission,Bering Straits,EIA923,Early Release,Oil,1188.0,Rural Remote
17552,2019,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1750.759,Rural Remote
17556,2019,Chevak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,730.81,Rural Remote
17560,2019,Akutan,Aleutians,PCE,Early Release,Oil,642.182,Rural Remote
17563,2019,Akutan,Aleutians,PCE,Early Release,Hydro,0.002,Rural Remote
17568,2019,Elim,Bering Straits,PCE,Early Release,Oil,1293.673,Rural Remote
17576,2019,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,5464.327,Rural Remote
17580,2019,Emmonak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,500.673,Rural Remote
17584,2019,Gambell,Bering Straits,PCE,Early Release,Oil,1726.228,Rural Remote
17588,2019,Gambell,Bering Straits,PCE,Early Release,Wind,269.921,Rural Remote
17592,2019,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3136.972,Rural Remote
17596,2019,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,288.81,Rural Remote
17600,2019,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2697.897,Rural Remote
17604,2019,Kasigluk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,276.88,Rural Remote
17608,2019,Kiana,Northwest Arctic,PCE,Early Release,Oil,1667.736,Rural Remote
17616,2019,Kivalina,Northwest Arctic,PCE,Early Release,Oil,1678.719,Rural Remote
17624,2019,Kotlik,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2010.362,Rural Remote
17632,2019,Koyuk,Bering Straits,PCE,Early Release,Oil,1267.364,Rural Remote
17640,2019,Marshall,Lower Yukon-Kuskokwim,EIA923,Early Release,Oil,1422.0,Rural Remote
17651,2019,Annex Creek,Southeast,EIA923,Early Release,Hydro,26761.0,Coastal
17656,2019,Mountain Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2644.906,Rural Remote
17664,2019,New Stuyahok,Bristol Bay,PCE,Early Release,Oil,1825.185,Rural Remote
17672,2019,Noatak,Northwest Arctic,PCE,Early Release,Oil,1864.849,Rural Remote
17680,2019,Noorvik,Northwest Arctic,PCE,Early Release,Oil,1973.077,Rural Remote
17685,2019,Noorvik,Northwest Arctic,PCE,Early Release,Solar,8.577,Rural Remote
17696,2019,Pilot Station,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1802.533,Rural Remote
17704,2019,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1564.475,Rural Remote
17708,2019,Quinhagak,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,628.001,Rural Remote
17712,2019,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2121.492,Rural Remote
17716,2019,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,1112.314,Rural Remote
17720,2019,Savoonga,Bering Straits,PCE,Early Release,Oil,2228.062,Rural Remote
17724,2019,Savoonga,Bering Straits,PCE,Early Release,Wind,80.989,Rural Remote
17728,2019,Scammon Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1643.411,Rural Remote
17744,2019,Selawik,Northwest Arctic,PCE,Early Release,Oil,2558.41,Rural Remote
17752,2019,Shishmaref,Bering Straits,PCE,Early Release,Oil,1714.112,Rural Remote
17760,2019,Shungnak,Northwest Arctic,PCE,Early Release,Oil,1639.134,Rural Remote
17776,2019,Stebbins,Bering Straits,PCE,Early Release,Oil,3456.195,Rural Remote
17784,2019,Togiak,Bristol Bay,PCE,Early Release,Oil,3012.627,Rural Remote
17792,2019,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,3006.201,Rural Remote
17796,2019,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,653.957,Rural Remote
17800,2019,Kalskag,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1535.661,Rural Remote
17808,2019,Yakutat,Southeast,PCE,Early Release,Oil,5850.652,Coastal
17816,2019,Anvik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,413.962,Rural Remote
17824,2019,Gold Creek,Southeast,EIA923,Early Release,Oil,3.0,Coastal
17827,2019,Gold Creek,Southeast,EIA923,Early Release,Hydro,366.0,Coastal
17832,2019,Eek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,986.257,Rural Remote
17848,2019,Goodnews Bay,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,728.48,Rural Remote
17856,2019,Grayling,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,654.537,Rural Remote
17864,2019,Holy Cross,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,575.081,Rural Remote
17872,2019,Huslia,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1028.383,Rural Remote
17880,2019,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,625.356,Rural Remote
17885,2019,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Solar,0.08,Rural Remote
17888,2019,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,800.121,Rural Remote
17892,2019,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,60.649,Rural Remote
17896,2019,Minto,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,654.595,Rural Remote
17912,2019,Industrial Plant,Southeast,EIA923,Early Release,Oil,318.0,Coastal
17920,2019,Nulato,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,1000.495,Rural Remote
17928,2019,Old Harbor,Kodiak,PCE,Early Release,Oil,759.839,Coastal
17944,2019,Russian Mission,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,970.412,Rural Remote
17952,2019,Shageluk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,414.287,Rural Remote
17960,2019,Shaktoolik,Bering Straits,PCE,Early Release,Oil,762.567,Rural Remote
17964,2019,Shaktoolik,Bering Straits,PCE,Early Release,Wind,393.317,Rural Remote
17968,2019,Teller,Bering Straits,PCE,Early Release,Oil,861.802,Rural Remote
17984,2019,Wales,Bering Straits,PCE,Early Release,Oil,638.865,Rural Remote
18011,2020,Lake Dorothy Hydroelectric Project,Southeast,EIA923,Early Release,Hydro,72444.0,Coastal
18016,2020,Karluk,Kodiak,PCE,Early Release,Oil,199.304,Coastal
18024,2020,Anchorage 1,Railbelt,EIA923,Early Release,Oil,126.501,Railbelt
18025,2020,Anchorage 1,Railbelt,EIA923,Early Release,Gas,7519.499,Railbelt
18034,2020,Aurora Energy LLC Chena,Railbelt,EIA923,Early Release,Coal,188212.0,Railbelt
18056,2020,Aniak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,2523.5,Rural Remote
18064,2020,Arctic Village,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,635.369,Rural Remote
18072,2020,Atka,Aleutians,PCE,Early Release,Oil,67.615,Rural Remote
18075,2020,Atka,Aleutians,PCE,Early Release,Hydro,285.258,Rural Remote
18080,2020,Atmautluak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,944.928,Rural Remote
18089,2020,Beluga,Railbelt,EIA923,Early Release,Gas,16401.0,Railbelt
18104,2020,Barrow,North Slope,EIA923,Early Release,Oil,5.293,Rural Remote
18105,2020,Barrow,North Slope,EIA923,Early Release,Gas,51132.707,Rural Remote
18112,2020,Beaver,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,253.02,Rural Remote
18120,2020,Birch Creek,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,97.77,Rural Remote
18128,2020,Ambler,Northwest Arctic,PCE,Early Release,Oil,1246.482,Rural Remote
18136,2020,Chalkyitsik,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,283.05,Rural Remote
18144,2020,Chenega Bay,Copper River/Chugach,PCE,Early Release,Oil,115.076,Coastal
18152,2020,Chignik Lagoon,Bristol Bay,PCE,Early Release,Oil,280.141,Rural Remote
18155,2020,Chignik Lagoon,Bristol Bay,PCE,Early Release,Hydro,235.858,Rural Remote
18160,2020,Chignik Lake,Bristol Bay,PCE,Early Release,Oil,315.79,Rural Remote
18168,2020,Chignik,Bristol Bay,PCE,Early Release,Oil,1130.604,Rural Remote
18176,2020,Chitina,Copper River/Chugach,PCE,Early Release,Oil,421.494,Coastal
18187,2020,Salmon Creek 1,Southeast,EIA923,Early Release,Hydro,27559.0,Coastal
18193,2020,Bernice Lake,Railbelt,EIA923,Early Release,Gas,3468.0,Railbelt
18203,2020,Bradley Lake,Railbelt,EIA923,Early Release,Hydro,466635.0,Railbelt
18211,2020,Cooper Lake,Railbelt,EIA923,Early Release,Hydro,60854.0,Railbelt
18224,2020,Circle,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,409.804,Rural Remote
18232,2020,Clark's Point,Bristol Bay,PCE,Early Release,Oil,336.394,Rural Remote
18243,2020,Allison Creek Hydro,Copper River/Chugach,EIA923,Early Release,Hydro,20808.0,Coastal
18248,2020,Glennallen,Copper River/Chugach,EIA923,Early Release,Oil,5665.0,Coastal
18259,2020,Solomon Gulch,Copper River/Chugach,EIA923,Early Release,Hydro,33509.0,Coastal
18264,2020,Valdez,Copper River/Chugach,EIA923,Early Release,Oil,4821.0,Coastal
18275,2020,Snettisham,Southeast,EIA923,Early Release,Hydro,283197.0,Coastal
18280,2020,Valdez Cogen,Copper River/Chugach,EIA923,Early Release,Oil,23442.0,Coastal
18299,2020,Humpback Creek,Copper River/Chugach,EIA923,Early Release,Hydro,2877.0,Coastal
18304,2020,Orca,Copper River/Chugach,EIA923,Early Release,Oil,7925.0,Coastal
18315,2020,Power Creek,Copper River/Chugach,EIA923,Early Release,Hydro,13918.0,Coastal
18320,2020,Diomede,Bering Straits,PCE,Early Release,Oil,306.343,Rural Remote
18332,2020,Delta Wind Farm,Railbelt,EIA923,Early Release,Wind,3849.0,Railbelt
18336,2020,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Oil,186.0,Railbelt
18338,2020,Eielson AFB Central Heat & Power Plant,Railbelt,EIA923,Early Release,Coal,72878.0,Railbelt
18345,2020,Eklutna Generation Station,Railbelt,EIA923,Early Release,Gas,729085.0,Railbelt
18352,2020,Egegik,Bristol Bay,PCE,Early Release,Oil,677.785,Rural Remote
18363,2020,Eklutna Hydro Project,Railbelt,EIA923,Early Release,Hydro,170181.0,Railbelt
18368,2020,Elfin Cove,Southeast,PCE,Early Release,Oil,302.805,Coastal
18376,2020,False Pass,Aleutians,PCE,Early Release,Oil,759.086,Rural Remote
18388,2020,Eva Creek Wind,Railbelt,EIA923,Early Release,Wind,46088.0,Railbelt
18392,2020,Cold Bay,Aleutians,PCE,Early Release,Oil,2359.44,Rural Remote
18400,2020,Galena,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,5311.047,Rural Remote
18408,2020,Central,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,450.076,Rural Remote
18416,2020,Fairbanks,Railbelt,EIA923,Early Release,Oil,14518.0,Railbelt
18428,2020,Fire Island Wind,Railbelt,EIA923,Early Release,Wind,47201.0,Railbelt
18432,2020,Fort Greely Power Plant,Railbelt,EIA923,Early Release,Oil,98.98,Railbelt
18441,2020,George M Sullivan Generation Plant 2,Railbelt,EIA923,Early Release,Gas,447493.0,Railbelt
18451,2020,Black Bear Lake,Southeast,EIA923,Early Release,Hydro,21207.0,Coastal
18461,2020,GVEA Solar Farm,Railbelt,GVEA FERC1 (ann rept to RCA),Early Release,Solar,412.3,Railbelt
18464,2020,Healy,Railbelt,EIA923,Early Release,Oil,9715.228,Railbelt
18466,2020,Healy,Railbelt,EIA923,Early Release,Coal,348418.772,Railbelt
18480,2020,Golovin,Bering Straits,PCE,Early Release,Oil,916.228,Rural Remote
18488,2020,Fort Yukon,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,2954.017,Rural Remote
18497,2020,JBER Landfill Gas Power Plant,Railbelt,EIA923,Early Release,Gas,38966.0,Railbelt
18505,2020,Nikiski Combined Cycle,Railbelt,EIA923,Early Release,Gas,404839.0,Railbelt
18512,2020,North Pole,Railbelt,EIA923,Early Release,Oil,546068.0,Railbelt
18520,2020,Seldovia,Railbelt,EIA923,Early Release,Oil,120.0,Railbelt
18539,2020,Goat Lake Hydro,Southeast,EIA923,Early Release,Hydro,15105.0,Coastal
18544,2020,Hughes,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,465.911,Rural Remote
18552,2020,Igiugig,Bristol Bay,PCE,Early Release,Oil,299.826,Rural Remote
18555,2020,Igiugig,Bristol Bay,PCE,Early Release,Hydro,16.116,Rural Remote
18560,2020,"Iliamna, Newhalen, Nondalton",Bristol Bay,PCE,Early Release,Oil,24.08,Rural Remote
18563,2020,"Iliamna, Newhalen, Nondalton",Bristol Bay,PCE,Early Release,Hydro,3848.63,Rural Remote
18568,2020,Angoon,Southeast,PCE,Early Release,Oil,1745.979,Coastal
18576,2020,Hoonah,Southeast,PCE,Early Release,Oil,3115.411,Coastal
18579,2020,Hoonah,Southeast,PCE,Early Release,Hydro,1428.86,Coastal
18584,2020,Kake,Southeast,PCE,Early Release,Oil,2161.479,Coastal
18587,2020,Kake,Southeast,PCE,Early Release,Hydro,128.3,Coastal
18595,2020,Chilkat Valley,Southeast,PCE,Early Release,Hydro,954.54,Coastal
18616,2020,Kiana,Northwest Arctic,PCE,Early Release,Oil,1662.203,Rural Remote
18627,2020,Kasidaya Creek Hydro,Southeast,EIA923,Early Release,Hydro,5783.0,Coastal
18643,2020,Beaver Falls,Southeast,EIA923,Early Release,Hydro,45436.0,Coastal
18651,2020,Ketchikan,Southeast,EIA923,Early Release,Hydro,24202.0,Coastal
18667,2020,Silvis,Southeast,EIA923,Early Release,Hydro,13614.0,Coastal
18675,2020,Swan Lake,Southeast,EIA923,Early Release,Hydro,72648.0,Coastal
18683,2020,Whitman,Southeast,EIA923,Early Release,Hydro,9473.0,Coastal
18688,2020,King Cove,Aleutians,EIA923,Early Release,Oil,597.0,Rural Remote
18691,2020,King Cove,Aleutians,EIA923,Early Release,Hydro,3617.0,Rural Remote
18696,2020,Kipnuk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1438.291,Rural Remote
18700,2020,Kipnuk,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,469.303,Rural Remote
18704,2020,Kivalina,Northwest Arctic,PCE,Early Release,Oil,1830.596,Rural Remote
18715,2020,South Fork,Southeast,EIA923,Early Release,Hydro,5965.0,Coastal
18756,2020,Pillar Mountain Wind Project Microgrid,Kodiak,EIA923,Early Release,Wind,24682.0,Coastal
18779,2020,Terror Lake Microgrid,Kodiak,EIA923,Early Release,Hydro,126419.0,Coastal
18784,2020,Kokhanok,Bristol Bay,PCE,Early Release,Oil,421.356,Rural Remote
18792,2020,Noatak,Northwest Arctic,PCE,Early Release,Oil,1870.753,Rural Remote
18808,2020,Koyukuk,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,123.156,Rural Remote
18816,2020,Kwethluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1870.227,Rural Remote
18824,2020,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1102.58,Rural Remote
18828,2020,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Early Release,Wind,246.171,Rural Remote
18832,2020,Larsen Bay,Kodiak,PCE,Early Release,Oil,17.9,Coastal
18835,2020,Larsen Bay,Kodiak,PCE,Early Release,Hydro,468.819,Coastal
18840,2020,Levelock,Bristol Bay,PCE,Early Release,Oil,412.978,Rural Remote
18848,2020,Lime Village,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,13.979,Rural Remote
18856,2020,Manokotak,Bristol Bay,PCE,Early Release,Oil,1204.023,Rural Remote
18865,2020,Soldotna,Railbelt,EIA923,Early Release,Gas,35259.0,Railbelt
18872,2020,McGrath,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,2230.27,Rural Remote
18880,2020,Centennial,Southeast,EIA923,Early Release,Oil,1035.0,Coastal
18888,2020,Akhiok,Kodiak,PCE,Early Release,Oil,250.903,Coastal
18896,2020,Craig (AK),Southeast,EIA923,Early Release,Oil,299.0,Coastal
18907,2020,Chester Lake,Southeast,EIA923,Early Release,Hydro,5415.0,Coastal
18915,2020,Purple Lake,Southeast,EIA923,Early Release,Hydro,11178.0,Coastal
18920,2020,Chuathbaluk,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,251.559,Rural Remote
18928,2020,Crooked Creek,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,303.312,Rural Remote
18936,2020,Red Devil,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,65.506,Rural Remote
18944,2020,Sleetmute,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,254.675,Rural Remote
18952,2020,Stony River,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,135.308,Rural Remote
18960,2020,"Naknek, South Naknek, King Salmon",Bristol Bay,PCE,Early Release,Oil,21413.671,Rural Remote
18976,2020,Napaskiak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,877.806,Rural Remote
18984,2020,False Island,Southeast,EIA923,Early Release,Oil,734.0,Coastal
18992,2020,Chefornak,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,1445.44,Rural Remote
19000,2020,Perryville,Bristol Bay,PCE,Early Release,Oil,382.057,Rural Remote
19004,2020,Perryville,Bristol Bay,PCE,Early Release,Wind,11.549,Rural Remote
19005,2020,Perryville,Bristol Bay,PCE,Early Release,Solar,1.158,Rural Remote
19008,2020,Nelson Lagoon,Aleutians,PCE,Early Release,Oil,293.843,Rural Remote
19016,2020,Koliganek,Bristol Bay,PCE,Early Release,Oil,695.201,Rural Remote
19024,2020,Nikolai,Yukon-Koyukuk/Upper Tanana,PCE,Early Release,Oil,398.057,Rural Remote
19032,2020,Snake River,Bering Straits,PCE,Early Release,Oil,29118.527,Rural Remote
19036,2020,Snake River,Bering Straits,PCE,Early Release,Wind,2399.937,Rural Remote
19040,2020,Anaktuvuk Pass,North Slope,PCE,Early Release,Oil,4094.432,Rural Remote
19048,2020,NSB Atqasuk Utility,North Slope,EIA923,Early Release,Oil,2909.0,Rural Remote
19056,2020,Kaktovik,North Slope,PCE,Early Release,Oil,3884.429,Rural Remote
19064,2020,NSB Nuiqsut Utility,North Slope,EIA923,Early Release,Oil,1201.292,Rural Remote
19065,2020,NSB Nuiqsut Utility,North Slope,EIA923,Early Release,Gas,3888.708,Rural Remote
19072,2020,Haines,Southeast,EIA923,Early Release,Oil,124.0,Coastal
19080,2020,NSB Point Hope Utility,North Slope,EIA923,Early Release,Oil,6244.0,Rural Remote
19088,2020,Point Lay,North Slope,PCE,Early Release,Oil,3347.512,Rural Remote
19096,2020,Wainwright,North Slope,PCE,Early Release,Oil,7519.46,Rural Remote
19104,2020,Nunam Iqua,Lower Yukon-Kuskokwim,PCE,Early Release,Oil,830.847,Rural Remote
19112,2020,"Dillingham, Aleknagik",Bristol Bay,PCE,Early Release,Oil,18565.575,Rural Remote
19120,2020,Ouzinkie,Kodiak,PCE,Early Release,Oil,572.519,Coastal
